iteration,weight1,weight2,weight3,weight4,weight_bias,dw1,dw2,dw3,dw4,dw_bias,activation
413,-0.721665,-0.196198,0.936546,0.5452,0.21069,0.0532476,0.0332797,0.0155305,0.00110932,0.0110932,0.0763756
414,-0.72699,-0.199526,0.934993,0.545089,0.209581,0.0515621,0.0359735,0.0131903,0.00119912,0.0119912,0.0829229
415,-0.732146,-0.203123,0.933674,0.544969,0.208382,0.00766948,0.00528929,0.00158679,0.000264465,0.00132232,0.0291003
416,-0.732913,-0.203652,0.933515,0.544942,0.208249,0.0153725,0.0118665,0.00404539,0.00107877,0.00269693,0.0395577
417,-0.73445,-0.204839,0.933111,0.544835,0.20798,0.0182933,0.0132118,0.00440394,0.00135506,0.00338764,0.0442393
418,-0.73628,-0.20616,0.932671,0.544699,0.207641,0.0316082,0.0216919,0.00867676,0.00185931,0.00619769,0.0575243
419,-0.73944,-0.208329,0.931803,0.544513,0.207021,0.022171,0.0147807,0.0066124,0.00116689,0.00388965,0.0443858
420,-0.741658,-0.209807,0.931142,0.544396,0.206632,0.0308508,0.0229868,0.00907376,0.00181475,0.00604917,0.0567804
421,-0.744743,-0.212106,0.930234,0.544215,0.206027,0.0307234,0.0193443,0.00967217,0.0011379,0.00568951,0.0526093
422,-0.747815,-0.21404,0.929267,0.544101,0.205458,0.0322493,0.0233966,0.0094851,0.00252936,0.0063234,0.0572138
423,-0.75104,-0.21638,0.928319,0.543848,0.204826,0.0200125,0.0156619,0.00435054,0.000870108,0.00435054,0.0520264
424,-0.753041,-0.217946,0.927883,0.543761,0.204391,0.0536634,0.0347234,0.0178878,0.00526112,0.0105222,0.0688066
425,-0.758408,-0.221418,0.926095,0.543235,0.203339,0.0697911,0.0494354,0.0276256,0.00290796,0.0145398,0.0806094
426,-0.765387,-0.226362,0.923332,0.542944,0.201885,0.0359523,0.0215714,0.0115047,0.00143809,0.00719046,0.0589486
427,-0.768982,-0.228519,0.922182,0.5428,0.201166,0.0353131,0.0240129,0.0113002,0.00282505,0.00706261,0.0588365
428,-0.772513,-0.23092,0.921052,0.542518,0.200459,0.0173274,0.0116627,0.00499829,0.000666439,0.0033322,0.0422588
429,-0.774246,-0.232087,0.920552,0.542451,0.200126,0.0148234,0.00969219,0.0039909,0.000570129,0.00285065,0.0394941
430,-0.775728,-0.233056,0.920153,0.542394,0.199841,0.0409993,0.0279144,0.0139572,0.00174465,0.00872325,0.0655054
431,-0.779828,-0.235847,0.918757,0.54222,0.198969,0.035875,0.0231693,0.0119583,0.00149479,0.00747396,0.0604406
432,-0.783416,-0.238164,0.917561,0.54207,0.198221,0.0145185,0.00914125,0.0040329,0.00107544,0.0026886,0.037195
433,-0.784868,-0.239078,0.917158,0.541963,0.197953,0.00984525,0.0077626,0.00283998,0.000189332,0.00189332,0.0333716
434,-0.785852,-0.239855,0.916874,0.541944,0.197763,0.00578696,0.00441913,0.00147304,0.000210435,0.00105217,0.0253119
435,-0.786431,-0.240297,0.916727,0.541923,0.197658,0.0221377,0.0140055,0.00677686,0.000451791,0.00451791,0.0482223
436,-0.788645,-0.241697,0.916049,0.541878,0.197206,0.011933,0.00763714,0.00286393,0.000477321,0.00238661,0.0368141
437,-0.789838,-0.242461,0.915763,0.54183,0.196968,0.00628625,0.00400034,0.00148584,0.000228591,0.00114295,0.025624
438,-0.790466,-0.242861,0.915614,0.541807,0.196853,0.0209307,0.0132419,0.00640737,0.000427158,0.00427158,0.0468168
439,-0.79256,-0.244185,0.914973,0.541764,0.196426,0.0312183,0.0212852,0.00922359,0.00141901,0.00709507,0.0611925
440,-0.795681,-0.246314,0.914051,0.541622,0.195717,0.0144689,0.00964592,0.00425555,0.000567407,0.00283704,0.0385636
441,-0.797128,-0.247278,0.913625,0.541566,0.195433,-0.523483,-0.274206,-0.498556,-0.207732,-0.0830926,0.907733
442,-0.74478,-0.219858,0.963481,0.562339,0.203742,-0.433868,-0.201973,-0.381505,-0.142129,-0.0748049,0.873266
443,-0.701393,-0.19966,1.00163,0.576552,0.211223,-0.264032,-0.111563,-0.219407,-0.0780938,-0.0371875,0.900395
444,-0.67499,-0.188504,1.02357,0.584361,0.214941,-0.112924,-0.0519811,-0.100377,-0.0322641,-0.0179245,0.91642
445,-0.663697,-0.183306,1.03361,0.587588,0.216734,-0.0537946,-0.0248283,-0.0480014,-0.0182074,-0.0082761,0.939049
446,-0.658318,-0.180823,1.03841,0.589408,0.217561,-0.0503615,-0.0198795,-0.0437349,-0.0139157,-0.00662651,0.945567
447,-0.653282,-0.178835,1.04278,0.5908,0.218224,-0.0782921,-0.039945,-0.0719009,-0.0271626,-0.015978,0.914999
448,-0.645453,-0.174841,1.04997,0.593516,0.219822,-0.0558319,-0.0221798,-0.0481837,-0.0137668,-0.0076482,0.942176
449,-0.639869,-0.172623,1.05479,0.594893,0.220587,-0.0506566,-0.0189017,-0.043852,-0.0136092,-0.00756068,0.940267
450,-0.634804,-0.170733,1.05918,0.596254,0.221343,-0.0315635,-0.0157817,-0.0267413,-0.0109595,-0.00438382,0.956795
451,-0.631647,-0.169154,1.06185,0.59735,0.221781,-0.119471,-0.0588164,-0.0937387,-0.0367603,-0.0183801,0.918881
452,-0.6197,-0.163273,1.07122,0.601026,0.223619,-0.0533756,-0.0225178,-0.0442017,-0.0158459,-0.00833994,0.938017
453,-0.614363,-0.161021,1.07565,0.60261,0.224453,-0.0465514,-0.0205374,-0.0376519,-0.0143762,-0.0068458,0.944758
454,-0.609708,-0.158967,1.07941,0.604048,0.225138,-0.0264267,-0.0115906,-0.0231813,-0.00927251,-0.00463626,0.950715
455,-0.607065,-0.157808,1.08173,0.604975,0.225601,-0.0161112,-0.00777781,-0.0141667,-0.00666669,-0.00277779,0.961696
456,-0.605454,-0.15703,1.08315,0.605642,0.225879,-0.02835,-0.014175,-0.0234773,-0.0101883,-0.00442969,0.954972
457,-0.602619,-0.155613,1.08549,0.606661,0.226322,-0.033229,-0.0153364,-0.0281168,-0.00920187,-0.00511215,0.951499
458,-0.599296,-0.154079,1.0883,0.607581,0.226833,-0.00953898,-0.00470755,-0.00830015,-0.00272542,-0.00123883,0.975789
459,-0.598342,-0.153608,1.08913,0.607853,0.226957,-0.00377181,-0.0012736,-0.00337993,-0.00112664,-0.000489846,0.982334
460,-0.597965,-0.153481,1.08947,0.607966,0.227006,-0.0478591,-0.0175483,-0.0398826,-0.0119648,-0.00797651,0.937515
461,-0.593179,-0.151726,1.09346,0.609163,0.227804,-0.0173859,-0.00806304,-0.0143623,-0.00579531,-0.0025197,0.965414
462,-0.59144,-0.15092,1.0949,0.609742,0.228056,-0.0207553,-0.0103776,-0.0181609,-0.0074126,-0.0037063,0.957095
463,-0.589365,-0.149882,1.09671,0.610483,0.228426,-0.00667999,-0.00242909,-0.00581246,-0.00173506,-0.000867531,0.977953
464,-0.588697,-0.149639,1.09729,0.610657,0.228513,-0.0569133,-0.0243914,-0.0442659,-0.016261,-0.00903386,0.937552
465,-0.583006,-0.1472,1.10172,0.612283,0.229417,-0.0134446,-0.00662199,-0.011438,-0.00421399,-0.00200666,0.969077
466,-0.581661,-0.146538,1.10286,0.612704,0.229617,-0.0178137,-0.0079172,-0.0148448,-0.00445343,-0.00247413,0.966079
467,-0.57988,-0.145746,1.10435,0.61315,0.229865,-0.0521819,-0.023566,-0.0403989,-0.0151496,-0.00841643,0.939816
468,-0.574662,-0.14339,1.10839,0.614665,0.230706,-0.0356021,-0.0175092,-0.0285984,-0.0105055,-0.0058364,0.949209
469,-0.571101,-0.141639,1.11125,0.615715,0.23129,-0.00733251,-0.00320797,-0.00641594,-0.00240598,-0.0011457,0.97485
470,-0.570368,-0.141318,1.11189,0.615956,0.231405,-0.0239673,-0.00998636,-0.019307,-0.00532606,-0.00332879,0.960916
471,-0.567971,-0.140319,1.11382,0.616488,0.231737,-0.0101619,-0.00384504,-0.00837668,-0.00260913,-0.00137323,0.973151
472,-0.566955,-0.139935,1.11466,0.616749,0.231875,-0.0111227,-0.00535014,-0.00901076,-0.00281586,-0.00140793,0.975144
473,-0.565843,-0.1394,1.11556,0.617031,0.232016,-0.00571235,-0.00249915,-0.00499831,-0.00196362,-0.000892555,0.977598
474,-0.565272,-0.13915,1.11606,0.617227,0.232105,-0.0325433,-0.0144637,-0.0263445,-0.00774839,-0.0051656,0.951506
475,-0.562017,-0.137703,1.11869,0.618002,0.232621,-0.00879375,-0.00374816,-0.00807295,-0.00201824,-0.0014416,0.971805
476,-0.561138,-0.137329,1.1195,0.618204,0.232766,-0.00793079,-0.00308992,-0.00628283,-0.00236894,-0.00102997,0.976999
477,-0.560345,-0.13702,1.12013,0.618441,0.232869,-0.0040513,-0.00218642,-0.00360116,-0.00154335,-0.000643064,0.981666
478,-0.55994,-0.136801,1.12049,0.618595,0.232933,-0.0106469,-0.00515709,-0.00914968,-0.00299444,-0.00166358,0.971374
479,-0.558875,-0.136285,1.1214,0.618895,0.233099,-0.0272961,-0.0136481,-0.0218369,-0.00818884,-0.00454936,0.95485
480,-0.556145,-0.13492,1.12359,0.619714,0.233554,-0.0154142,-0.00692521,-0.0120633,-0.00469127,-0.00223394,0.967665
481,-0.554604,-0.134228,1.12479,0.620183,0.233777,0.33589,0.230512,0.092205,0.0131721,0.0658607,0.204827
482,-0.588193,-0.157279,1.11557,0.618865,0.227191,0.290184,0.177664,0.0829097,0.0118442,0.0592212,0.182446
483,-0.617211,-0.175046,1.10728,0.617681,0.221269,0.196508,0.133793,0.0543533,0.00836205,0.0418102,0.155625
484,-0.636862,-0.188425,1.10185,0.616845,0.217088,0.242964,0.163737,0.0792274,0.0105636,0.0528182,0.163805
485,-0.661159,-0.204798,1.09393,0.615788,0.211806,0.093205,0.0671076,0.0260974,0.0037282,0.018641,0.104439
486,-0.670479,-0.211509,1.09132,0.615416,0.209942,0.108147,0.078106,0.0340462,0.00801087,0.0200272,0.102524
487,-0.681294,-0.21932,1.08791,0.614615,0.20794,0.122083,0.0902356,0.0371558,0.00796197,0.0265399,0.119008
488,-0.693502,-0.228343,1.0842,0.613818,0.205286,0.0768426,0.052253,0.0230528,0.0030737,0.0153685,0.0909788
489,-0.701186,-0.233569,1.08189,0.613511,0.203749,0.125174,0.0825012,0.0398282,0.00568974,0.0284487,0.120688
490,-0.713704,-0.241819,1.07791,0.612942,0.200904,0.0657593,0.0416028,0.0201304,0.00134203,0.0134203,0.0841533
491,-0.72028,-0.245979,1.07589,0.612808,0.199562,0.0297698,0.0203978,0.00826938,0.00110258,0.00551292,0.0557565
492,-0.723257,-0.248019,1.07507,0.612698,0.199011,0.0758684,0.0537401,0.0252895,0.00316118,0.0158059,0.0900634
493,-0.730843,-0.253393,1.07254,0.612381,0.19743,0.0503326,0.0314579,0.0146803,0.0010486,0.010486,0.0748099
494,-0.735877,-0.256539,1.07107,0.612277,0.196381,0.0458886,0.0320153,0.0117389,0.00106718,0.0106718,0.0781554
495,-0.740466,-0.25974,1.0699,0.61217,0.195314,0.00619474,0.00427223,0.00128167,0.000213612,0.00106806,0.0258804
496,-0.741085,-0.260167,1.06977,0.612148,0.195207,0.013288,0.0102574,0.00349683,0.000932489,0.00233122,0.0368953
497,-0.742414,-0.261193,1.06942,0.612055,0.194974,0.0159885,0.0115472,0.00384908,0.00118433,0.00296083,0.04141
498,-0.744013,-0.262348,1.06903,0.611937,0.194678,0.0294848,0.0202347,0.00809386,0.0017344,0.00578133,0.055967
499,-0.746961,-0.264371,1.06822,0.611763,0.1941,0.0214925,0.0143284,0.00641006,0.00113119,0.00377062,0.0442846
500,-0.74911,-0.265804,1.06758,0.61165,0.193723,0.028729,0.0214059,0.00844971,0.00168994,0.00563314,0.0552242
501,-0.751983,-0.267945,1.06674,0.611481,0.19316,0.0309322,0.0194758,0.0097379,0.00114564,0.00572818,0.05356
502,-0.755077,-0.269892,1.06576,0.611367,0.192587,0.0308138,0.0223551,0.00906289,0.00241677,0.00604193,0.0564621
503,-0.758158,-0.272128,1.06486,0.611125,0.191983,0.0167263,0.0130901,0.00363614,0.000727229,0.00363614,0.0470851
504,-0.759831,-0.273437,1.06449,0.611052,0.191619,0.05713,0.0369665,0.0190433,0.00560098,0.011202,0.0724774
505,-0.765544,-0.277134,1.06259,0.610492,0.190499,0.0743037,0.0526318,0.0294119,0.00309599,0.0154799,0.0848128
506,-0.772974,-0.282397,1.05965,0.610183,0.188951,0.0367818,0.0220691,0.0117702,0.00147127,0.00735636,0.0603555
507,-0.776652,-0.284604,1.05847,0.610035,0.188215,0.035504,0.0241427,0.0113613,0.00284032,0.0071008,0.059718
508,-0.780203,-0.287018,1.05734,0.609751,0.187505,0.0163356,0.0109951,0.00471219,0.000628292,0.00314146,0.0411331
509,-0.781836,-0.288117,1.05686,0.609689,0.187191,0.0137816,0.00901107,0.00371044,0.000530063,0.00265032,0.0380653
510,-0.783214,-0.289019,1.05649,0.609636,0.186926,0.0413253,0.0281364,0.0140682,0.00175852,0.00879262,0.066454
511,-0.787347,-0.291832,1.05509,0.60946,0.186047,0.0364649,0.0235502,0.012155,0.00151937,0.00759685,0.0615736
512,-0.790993,-0.294187,1.05387,0.609308,0.185287,0.0141671,0.00892004,0.00393531,0.00104942,0.00262354,0.0369451
513,-0.79241,-0.295079,1.05348,0.609203,0.185025,0.00860453,0.00678434,0.00248208,0.000165472,0.00165472,0.0309913
514,-0.79327,-0.295758,1.05323,0.609186,0.184859,0.00491813,0.00375567,0.00125189,0.000178841,0.000894206,0.0230864
515,-0.793762,-0.296133,1.0531,0.609168,0.18477,0.0217062,0.0137325,0.00664476,0.000442984,0.00442984,0.047964
516,-0.795933,-0.297506,1.05244,0.609124,0.184327,0.0108369,0.0069356,0.00260085,0.000433475,0.00216738,0.034864
517,-0.797017,-0.2982,1.05218,0.609081,0.18411,0.00563555,0.00358626,0.00133204,0.000204929,0.00102465,0.0240784
518,-0.79758,-0.298559,1.05205,0.60906,0.184008,0.0205839,0.0130225,0.00630119,0.000420079,0.00420079,0.0466436
519,-0.799639,-0.299861,1.05142,0.609018,0.183588,0.0300938,0.0205185,0.00889136,0.0013679,0.00683951,0.0602206
520,-0.802648,-0.301913,1.05053,0.608881,0.182904,0.013954,0.00930269,0.00410413,0.000547217,0.00273609,0.0379822
521,-0.804043,-0.302843,1.05012,0.608827,0.18263,-0.173773,-0.0910241,-0.165498,-0.0689576,-0.0275831,0.877915
522,-0.786666,-0.293741,1.06667,0.615723,0.185388,-0.344323,-0.160288,-0.302767,-0.112795,-0.059366,0.859099
523,-0.752234,-0.277712,1.09694,0.627002,0.191325,-0.24289,-0.102629,-0.201838,-0.0718406,-0.0342098,0.893141
524,-0.727945,-0.267449,1.11713,0.634186,0.194746,-0.10714,-0.0493183,-0.0952354,-0.0306114,-0.0170063,0.912912
525,-0.717231,-0.262517,1.12665,0.637247,0.196447,-0.0497786,-0.0229747,-0.0444178,-0.0168481,-0.00765825,0.937935
526,-0.712253,-0.260219,1.13109,0.638932,0.197212,-0.0461977,-0.0182359,-0.040119,-0.0127651,-0.00607864,0.94479
527,-0.707633,-0.258396,1.1351,0.640209,0.19782,-0.0764538,-0.039007,-0.0702126,-0.0265248,-0.0156028,0.913241
528,-0.699988,-0.254495,1.14213,0.642861,0.19938,-0.0538629,-0.0213976,-0.0464844,-0.0132813,-0.00737848,0.940751
529,-0.694601,-0.252355,1.14677,0.644189,0.200118,-0.0474801,-0.0177165,-0.0411022,-0.0127558,-0.00708658,0.940353
530,-0.689853,-0.250584,1.15088,0.645465,0.200827,-0.0328714,-0.0164357,-0.0278494,-0.0114137,-0.00456548,0.954158
531,-0.686566,-0.24894,1.15367,0.646606,0.201284,-0.133546,-0.0657457,-0.104782,-0.041091,-0.0205455,0.912007
532,-0.673212,-0.242366,1.16415,0.650715,0.203338,-0.052367,-0.0220923,-0.0433664,-0.0155465,-0.00818234,0.937242
533,-0.667975,-0.240156,1.16848,0.65227,0.204156,-0.0471791,-0.0208143,-0.0381596,-0.01457,-0.0069381,0.943079
534,-0.663257,-0.238075,1.1723,0.653727,0.20485,-0.0245135,-0.0107515,-0.0215031,-0.00860123,-0.00430061,0.952093
535,-0.660806,-0.237,1.17445,0.654587,0.20528,-0.0149902,-0.00723663,-0.013181,-0.00620283,-0.00258451,0.96275
536,-0.659307,-0.236276,1.17577,0.655207,0.205539,-0.0290784,-0.0145392,-0.0240805,-0.01045,-0.00454349,0.953471
537,-0.656399,-0.234822,1.17818,0.656252,0.205993,-0.0337538,-0.0155787,-0.0285609,-0.00934722,-0.0051929,0.950192
538,-0.653024,-0.233264,1.18103,0.657187,0.206512,-0.00962218,-0.00474861,-0.00837255,-0.00274919,-0.00124963,0.975168
539,-0.652061,-0.23279,1.18187,0.657462,0.206637,-0.00301733,-0.00101884,-0.00270384,-0.00090128,-0.000391861,0.984316
540,-0.65176,-0.232688,1.18214,0.657552,0.206676,-0.0461308,-0.0169146,-0.0384423,-0.0115327,-0.00768847,0.937963
541,-0.647146,-0.230996,1.18598,0.658705,0.207445,-0.0175532,-0.00814063,-0.0145005,-0.00585107,-0.00254395,0.964685
542,-0.645391,-0.230182,1.18743,0.65929,0.2077,-0.0204429,-0.0102214,-0.0178875,-0.00730103,-0.00365051,0.957023
543,-0.643347,-0.22916,1.18922,0.660021,0.208065,-0.00593616,-0.0021586,-0.00516523,-0.00154186,-0.00077093,0.979158
544,-0.642753,-0.228944,1.18974,0.660175,0.208142,-0.0603648,-0.0258706,-0.0469504,-0.0172471,-0.00958171,0.934599
545,-0.636717,-0.226357,1.19444,0.661899,0.2091,-0.01367,-0.00673298,-0.0116297,-0.00428462,-0.0020403,0.968383
546,-0.63535,-0.225684,1.1956,0.662328,0.209304,-0.0183062,-0.0081361,-0.0152552,-0.00457656,-0.00254253,0.965045
547,-0.633519,-0.22487,1.19712,0.662786,0.209558,-0.0560412,-0.0253089,-0.0433867,-0.01627,-0.0090389,0.936611
548,-0.627915,-0.222339,1.20146,0.664413,0.210462,-0.0380503,-0.0187133,-0.030565,-0.011228,-0.00623775,0.94665
549,-0.62411,-0.220468,1.20452,0.665535,0.211086,-0.00670019,-0.00293133,-0.00586267,-0.0021985,-0.0010469,0.976001
550,-0.62344,-0.220175,1.20511,0.665755,0.211191,-0.0248164,-0.0103402,-0.019991,-0.00551475,-0.00344672,0.959609
551,-0.620958,-0.219141,1.2071,0.666307,0.211535,-0.00958024,-0.00362496,-0.00789723,-0.00245979,-0.00129463,0.97381
552,-0.62,-0.218778,1.20789,0.666553,0.211665,-0.0120685,-0.00580512,-0.00977705,-0.00305533,-0.00152766,0.973552
553,-0.618793,-0.218198,1.20887,0.666858,0.211818,-0.00516037,-0.00225766,-0.00451533,-0.00177388,-0.000806309,0.978805
554,-0.618277,-0.217972,1.20932,0.667036,0.211898,-0.0340446,-0.0151309,-0.0275599,-0.00810585,-0.0054039,0.949726
555,-0.614873,-0.216459,1.21208,0.667846,0.212439,-0.0080601,-0.00343545,-0.00739943,-0.00184986,-0.00132133,0.973077
556,-0.614067,-0.216115,1.21282,0.668031,0.212571,-0.00763419,-0.00297436,-0.00604787,-0.00228034,-0.000991453,0.977298
557,-0.613304,-0.215818,1.21342,0.668259,0.21267,-0.00389468,-0.00210189,-0.00346194,-0.00148369,-0.000618204,0.982006
558,-0.612914,-0.215608,1.21377,0.668408,0.212732,-0.0106639,-0.00516534,-0.00916431,-0.00299923,-0.00166624,0.971127
559,-0.611848,-0.215091,1.21469,0.668707,0.212898,-0.0292329,-0.0146164,-0.0233863,-0.00876987,-0.00487215,0.952603
560,-0.608924,-0.21363,1.21703,0.669584,0.213386,-0.0159816,-0.00718014,-0.0125073,-0.00486396,-0.00231617,0.966663
561,-0.607326,-0.212912,1.21828,0.670071,0.213617,0.179106,0.122916,0.0491664,0.00702377,0.0351188,0.162807
562,-0.625237,-0.225203,1.21336,0.669369,0.210105,0.198744,0.12168,0.0567841,0.00811202,0.0405601,0.160506
563,-0.645111,-0.237371,1.20768,0.668557,0.206049,0.142514,0.0970308,0.0394188,0.00606442,0.0303221,0.139032
564,-0.659363,-0.247074,1.20374,0.667951,0.203017,0.198272,0.133618,0.0646538,0.00862051,0.0431026,0.154419
565,-0.67919,-0.260436,1.19727,0.667089,0.198707,0.0722473,0.052018,0.0202292,0.00288989,0.0144495,0.0950944
566,-0.686415,-0.265638,1.19525,0.6668,0.197262,0.0893271,0.064514,0.0281215,0.00661682,0.016542,0.0969923
567,-0.695347,-0.272089,1.19244,0.666138,0.195608,0.104481,0.0772249,0.0317985,0.00681396,0.0227132,0.113129
568,-0.705795,-0.279812,1.18926,0.665457,0.193336,0.0668336,0.0454468,0.0200501,0.00267334,0.0133667,0.0870039
569,-0.712479,-0.284356,1.18725,0.665189,0.192,0.11524,0.0759537,0.0366673,0.00523819,0.0261909,0.11826
570,-0.724003,-0.291952,1.18359,0.664666,0.189381,0.0598626,0.0378723,0.0183253,0.00122169,0.0122169,0.0818689
571,-0.729989,-0.295739,1.18175,0.664543,0.188159,0.0257433,0.0176389,0.00715092,0.000953456,0.00476728,0.0526948
572,-0.732563,-0.297503,1.18104,0.664448,0.187682,0.0702802,0.0497818,0.0234267,0.00292834,0.0146417,0.0883768
573,-0.739591,-0.302481,1.1787,0.664155,0.186218,0.0463229,0.0289518,0.0135108,0.00096506,0.0096506,0.0727822
574,-0.744224,-0.305376,1.17735,0.664059,0.185253,0.0404099,0.0281929,0.0103374,0.000939765,0.00939765,0.073795
575,-0.748265,-0.308196,1.17631,0.663965,0.184313,0.00498854,0.00344037,0.00103211,0.000172019,0.000860093,0.0232573
576,-0.748763,-0.30854,1.17621,0.663948,0.184227,0.011259,0.00869116,0.0029629,0.000790105,0.00197526,0.0343207
577,-0.749889,-0.309409,1.17591,0.663869,0.18403,0.0137438,0.00992605,0.00330868,0.00101806,0.00254514,0.0387305
578,-0.751264,-0.310401,1.17558,0.663767,0.183775,0.026829,0.0184121,0.00736483,0.00157818,0.00526059,0.0540818
579,-0.753947,-0.312243,1.17484,0.663609,0.183249,0.0201027,0.0134018,0.00599553,0.00105803,0.00352678,0.0436102
580,-0.755957,-0.313583,1.17425,0.663503,0.182896,0.0261192,0.0194614,0.00768212,0.00153642,0.00512141,0.0533228
581,-0.758569,-0.315529,1.17348,0.663349,0.182384,0.0300205,0.0189018,0.00945089,0.00111187,0.00555935,0.0537386
582,-0.761571,-0.317419,1.17253,0.663238,0.181828,0.0286966,0.0208191,0.00844018,0.00225071,0.00562679,0.0552131
583,-0.764441,-0.319501,1.17169,0.663013,0.181266,0.0140512,0.0109966,0.00305461,0.000610921,0.00305461,0.0430549
584,-0.765846,-0.320601,1.17138,0.662952,0.18096,0.0582175,0.0376701,0.0194058,0.0057076,0.0114152,0.0746982
585,-0.771667,-0.324368,1.16944,0.662381,0.179819,0.0759492,0.0537974,0.0300632,0.00316455,0.0158228,0.087376
586,-0.779262,-0.329747,1.16644,0.662065,0.178236,0.0365841,0.0219505,0.0117069,0.00146337,0.00731683,0.0610371
587,-0.782921,-0.331942,1.16526,0.661919,0.177505,0.0347774,0.0236486,0.0111288,0.00278219,0.00695547,0.0598763
588,-0.786398,-0.334307,1.16415,0.66164,0.176809,0.0152138,0.0102401,0.0043886,0.000585147,0.00292573,0.0399433
589,-0.78792,-0.335331,1.16371,0.661582,0.176517,0.0127085,0.00830939,0.00342151,0.000488788,0.00244394,0.0367055
590,-0.789191,-0.336162,1.16337,0.661533,0.176272,0.0407201,0.0277244,0.0138622,0.00173277,0.00866386,0.0667129
591,-0.793263,-0.338935,1.16198,0.66136,0.175406,0.0362256,0.0233957,0.0120752,0.0015094,0.007547,0.0620704
592,-0.796885,-0.341274,1.16078,0.661209,0.174651,0.0136047,0.0085659,0.00377907,0.00100775,0.00251938,0.0364965
593,-0.798246,-0.342131,1.1604,0.661108,0.174399,0.00754931,0.00595234,0.00217769,0.000145179,0.00145179,0.028973
594,-0.799001,-0.342726,1.16018,0.661093,0.174254,0.00421762,0.00322073,0.00107358,0.000153368,0.00076684,0.0212795
595,-0.799422,-0.343048,1.16007,0.661078,0.174177,0.0209882,0.0132783,0.00642497,0.000428331,0.00428331,0.0474963
596,-0.801521,-0.344376,1.15943,0.661035,0.173749,0.00985888,0.00630968,0.00236613,0.000394355,0.00197178,0.0332212
597,-0.802507,-0.345007,1.1592,0.660996,0.173552,0.00506636,0.00322405,0.0011975,0.000184231,0.000921157,0.0227948
598,-0.803014,-0.345329,1.15908,0.660977,0.17346,0.0199644,0.0126305,0.00611154,0.000407436,0.00407436,0.0462569
599,-0.80501,-0.346592,1.15846,0.660937,0.173052,0.0287639,0.0196117,0.00849842,0.00130745,0.00653724,0.0591324
600,-0.807887,-0.348554,1.15761,0.660806,0.172398,0.013316,0.00887734,0.00391647,0.000522196,0.00261098,0.0373012
601,-0.809218,-0.349441,1.15722,0.660754,0.172137,-0.0651161,-0.0341084,-0.0620153,-0.0258397,-0.0103359,0.900192
602,-0.802707,-0.34603,1.16342,0.663338,0.173171,-0.20767,-0.0966738,-0.182606,-0.0680297,-0.0358051,0.865793
603,-0.78194,-0.336363,1.18168,0.670141,0.176751,-0.179148,-0.0756963,-0.148869,-0.0529874,-0.0252321,0.895373
604,-0.764025,-0.328793,1.19657,0.675439,0.179275,-0.0904341,-0.0416284,-0.0803859,-0.0258383,-0.0143546,0.914736
605,-0.754981,-0.324631,1.20461,0.678023,0.18071,-0.0419338,-0.0193541,-0.0374178,-0.014193,-0.00645135,0.940077
606,-0.750788,-0.322695,1.20835,0.679443,0.181355,-0.0385259,-0.0152076,-0.0334567,-0.0106453,-0.0050692,0.946887
607,-0.746935,-0.321174,1.2117,0.680507,0.181862,-0.0704066,-0.0359218,-0.0646592,-0.0244268,-0.0143687,0.914169
608,-0.739895,-0.317582,1.21816,0.68295,0.183299,-0.0482254,-0.019158,-0.0416192,-0.0118912,-0.00660622,0.941691
609,-0.735072,-0.315666,1.22233,0.684139,0.18396,-0.0422167,-0.0157525,-0.0365458,-0.0113418,-0.006301,0.942096
610,-0.730851,-0.314091,1.22598,0.685273,0.18459,-0.0318183,-0.0159091,-0.0269572,-0.011048,-0.00441921,0.953279
611,-0.727669,-0.3125,1.22868,0.686378,0.185032,-0.139193,-0.0685259,-0.109213,-0.0428287,-0.0214144,0.908085
612,-0.713749,-0.305648,1.2396,0.690661,0.187173,-0.0496697,-0.0209544,-0.0411327,-0.0147457,-0.00776089,0.937788
613,-0.708782,-0.303552,1.24371,0.692135,0.187949,-0.0460283,-0.0203066,-0.0372288,-0.0142146,-0.00676887,0.942727
614,-0.70418,-0.301522,1.24743,0.693557,0.188626,-0.0224514,-0.0098471,-0.0196942,-0.00787768,-0.00393884,0.953806
615,-0.701934,-0.300537,1.2494,0.694345,0.18902,-0.0137674,-0.00664631,-0.0121058,-0.00569684,-0.00237368,0.964046
616,-0.700558,-0.299872,1.25061,0.694914,0.189257,-0.0288524,-0.0144262,-0.0238934,-0.0103688,-0.00450819,0.952904
617,-0.697673,-0.29843,1.253,0.695951,0.189708,-0.0332833,-0.0153615,-0.0281628,-0.0092169,-0.0051205,0.949821
618,-0.694344,-0.296893,1.25582,0.696873,0.19022,-0.00940026,-0.00463909,-0.00817944,-0.00268579,-0.00122081,0.975062
619,-0.693404,-0.29643,1.25664,0.697141,0.190342,-0.00244625,-0.000826008,-0.0021921,-0.000730699,-0.000317695,0.985968
620,-0.69316,-0.296347,1.25686,0.697214,0.190374,-0.0438255,-0.0160693,-0.0365212,-0.0109564,-0.00730425,0.939024
621,-0.688777,-0.29474,1.26051,0.69831,0.191105,-0.0172797,-0.00801376,-0.0142745,-0.00575989,-0.0025043,0.96452
622,-0.687049,-0.293939,1.26194,0.698886,0.191355,-0.0198366,-0.00991831,-0.017357,-0.00708451,-0.00354225,0.957341
