iteration,weight1,weight2,weight3,weight4,weight_bias,dw1,dw2,dw3,dw4,dw_bias,activation
204,-0.372886,0.192145,0.568146,0.327428,0.317301,-0.095694,-0.0440496,-0.0850613,-0.0273411,-0.0151895,0.999857
205,-0.363316,0.19655,0.576652,0.330162,0.31882,-0.0560218,-0.0258562,-0.0499887,-0.0189612,-0.00861874,0.999903
206,-0.357714,0.199135,0.581651,0.332058,0.319682,-0.0530381,-0.0209361,-0.0460594,-0.0146553,-0.0069787,0.999959
207,-0.35241,0.201229,0.586257,0.333524,0.32038,-0.0737304,-0.0376176,-0.0677116,-0.0255799,-0.015047,0.999351
208,-0.345037,0.204991,0.593028,0.336082,0.321884,-0.0505819,-0.0200942,-0.0436529,-0.0124723,-0.00692903,0.999936
209,-0.339979,0.207,0.597393,0.337329,0.322577,-0.0560641,-0.0209194,-0.0485331,-0.015062,-0.00836778,0.999855
210,-0.334373,0.209092,0.602247,0.338835,0.323414,-0.0216493,-0.0108246,-0.0183417,-0.0075171,-0.00300684,0.999962
211,-0.332208,0.210174,0.604081,0.339587,0.323715,-0.0581667,-0.0286359,-0.0456385,-0.0178974,-0.00894872,0.999858
212,-0.326391,0.213038,0.608645,0.341377,0.32461,-0.0488424,-0.0206054,-0.0404476,-0.0145001,-0.00763163,0.999812
213,-0.321507,0.215099,0.612689,0.342827,0.325373,-0.0367723,-0.0162231,-0.0297423,-0.0113561,-0.00540769,0.99989
214,-0.31783,0.216721,0.615664,0.343962,0.325914,-0.0338999,-0.0148684,-0.0297367,-0.0118947,-0.00594735,0.999675
215,-0.31444,0.218208,0.618637,0.345152,0.326508,-0.0207364,-0.0100107,-0.0182338,-0.00858059,-0.00357525,0.999788
216,-0.312366,0.219209,0.620461,0.34601,0.326866,-0.0221941,-0.0110971,-0.0183795,-0.00797601,-0.00346783,0.999882
217,-0.310147,0.220318,0.622299,0.346808,0.327213,-0.0268809,-0.0124066,-0.0227454,-0.00744394,-0.00413552,0.999867
218,-0.307459,0.221559,0.624573,0.347552,0.327626,-0.00792271,-0.00390991,-0.00689379,-0.00226363,-0.00102892,0.99998
219,-0.306666,0.22195,0.625263,0.347778,0.327729,-0.0094914,-0.00320489,-0.00850528,-0.00283509,-0.00123265,0.99996
220,-0.305717,0.222271,0.626113,0.348062,0.327852,-0.0501243,-0.0183789,-0.0417703,-0.0125311,-0.00835405,0.999582
221,-0.300705,0.224108,0.63029,0.349315,0.328688,-0.0148292,-0.00687729,-0.0122502,-0.00494305,-0.00214915,0.999923
222,-0.299222,0.224796,0.631515,0.349809,0.328903,-0.0208004,-0.0104002,-0.0182003,-0.0074287,-0.00371435,0.999708
223,-0.297142,0.225836,0.633335,0.350552,0.329274,-0.0102424,-0.0037245,-0.00891221,-0.00266036,-0.00133018,0.999956
224,-0.296118,0.226209,0.634226,0.350818,0.329407,-0.0380572,-0.0163102,-0.0296,-0.0108735,-0.00604083,0.99974
225,-0.292312,0.22784,0.637186,0.351906,0.330011,-0.0112971,-0.00556425,-0.00961099,-0.00354089,-0.00168614,0.999919
226,-0.291182,0.228396,0.638147,0.35226,0.33018,-0.0137929,-0.00613016,-0.011494,-0.00344821,-0.00191567,0.999934
227,-0.289803,0.229009,0.639297,0.352604,0.330371,-0.0332828,-0.015031,-0.0257674,-0.00966276,-0.0053682,0.999732
228,-0.286475,0.230512,0.641874,0.353571,0.330908,-0.023527,-0.0115706,-0.0188987,-0.00694238,-0.00385688,0.999774
229,-0.284122,0.231669,0.643763,0.354265,0.331294,-0.0104608,-0.00457662,-0.00915324,-0.00343246,-0.00163451,0.999864
230,-0.283076,0.232127,0.644679,0.354608,0.331457,-0.0176991,-0.00737463,-0.0142576,-0.00393314,-0.00245821,0.999909
231,-0.281306,0.232864,0.646105,0.355002,0.331703,-0.0119303,-0.00451417,-0.00983444,-0.00306319,-0.0016122,0.999926
232,-0.280113,0.233316,0.647088,0.355308,0.331864,-0.00661912,-0.00318388,-0.00536233,-0.00167573,-0.000837863,0.999975
233,-0.279451,0.233634,0.647624,0.355475,0.331948,-0.00870657,-0.00380912,-0.00761825,-0.00299288,-0.0013604,0.999868
234,-0.27858,0.234015,0.648386,0.355775,0.332084,-0.0235772,-0.0104788,-0.0190863,-0.00561362,-0.00374241,0.999767
235,-0.276223,0.235063,0.650295,0.356336,0.332458,-0.0123327,-0.00525657,-0.0113218,-0.00283046,-0.00202176,0.999787
236,-0.274989,0.235589,0.651427,0.356619,0.332661,-0.00848352,-0.00330527,-0.00672071,-0.00253404,-0.00110176,0.999949
237,-0.274141,0.235919,0.652099,0.356873,0.332771,-0.00471226,-0.00254313,-0.00418868,-0.00179515,-0.000747979,0.999915
238,-0.27367,0.236174,0.652518,0.357052,0.332846,-0.00979377,-0.00474386,-0.00841652,-0.0027545,-0.00153028,0.999871
239,-0.27269,0.236648,0.653359,0.357327,0.332999,-0.0181547,-0.00907735,-0.0145238,-0.00544641,-0.00302578,0.99975
240,-0.270875,0.237556,0.654812,0.357872,0.333301,-0.011772,-0.00528887,-0.00921288,-0.00358279,-0.00170609,0.999894
241,-0.269698,0.238085,0.655733,0.35823,0.333472,1.50727,1.0344,0.41376,0.0591086,0.295543,0.996336
242,-0.420425,0.134645,0.614357,0.35232,0.303918,0.928598,0.568529,0.265314,0.037902,0.18951,0.994243
243,-0.513284,0.0777916,0.587826,0.348529,0.284967,0.470978,0.320666,0.130271,0.0200416,0.100208,0.994044
244,-0.560382,0.045725,0.574799,0.346525,0.274946,0.364412,0.245582,0.11883,0.015844,0.0792199,0.993982
245,-0.596823,0.0211668,0.562916,0.344941,0.267024,0.177121,0.127527,0.0495937,0.00708482,0.0354241,0.99585
246,-0.614535,0.00841414,0.557956,0.344232,0.263481,0.150057,0.108374,0.0472401,0.0111153,0.0277883,0.997632
247,-0.629541,-0.0024233,0.553232,0.343121,0.260703,0.16757,0.123856,0.0509995,0.0109285,0.0364282,0.99445
248,-0.646298,-0.0148089,0.548132,0.342028,0.25706,0.100128,0.0680868,0.0300383,0.0040051,0.0200255,0.995092
249,-0.656311,-0.0216176,0.545129,0.341627,0.255057,0.13731,0.0904996,0.0436895,0.00624135,0.0312068,0.990748
250,-0.670042,-0.0306675,0.54076,0.341003,0.251936,0.0764085,0.0483401,0.0233903,0.00155936,0.0155936,0.992921
251,-0.677683,-0.0355015,0.538421,0.340847,0.250377,0.0427793,0.0293117,0.0118831,0.00158442,0.00792209,0.99585
252,-0.681961,-0.0384327,0.537232,0.340689,0.249585,0.0821555,0.0581935,0.0273852,0.00342314,0.0171157,0.994117
253,-0.690176,-0.0442521,0.534494,0.340347,0.247873,0.0592651,0.0370407,0.0172857,0.00123469,0.0123469,0.990529
254,-0.696103,-0.0479561,0.532765,0.340223,0.246639,0.0682971,0.0476491,0.0174714,0.0015883,0.015883,0.985872
255,-0.702932,-0.052721,0.531018,0.340064,0.24505,0.0131817,0.00909083,0.00272725,0.000454542,0.00227271,0.995185
256,-0.704251,-0.0536301,0.530745,0.340019,0.244823,0.0213098,0.0164497,0.00560785,0.00149543,0.00373857,0.996905
257,-0.706381,-0.0552751,0.530184,0.339869,0.244449,0.0249034,0.0179858,0.00599527,0.0018447,0.00461174,0.994542
258,-0.708872,-0.0570737,0.529585,0.339685,0.243988,0.0360459,0.0247374,0.00989495,0.00212035,0.00706782,0.992242
259,-0.712476,-0.0595474,0.528595,0.339473,0.243281,0.0225192,0.0150128,0.00671627,0.00118522,0.00395074,0.995166
260,-0.714728,-0.0610487,0.527924,0.339354,0.242886,0.0352153,0.0262389,0.0103574,0.00207149,0.00690496,0.993335
261,-0.71825,-0.0636726,0.526888,0.339147,0.242196,0.0283983,0.0178804,0.0089402,0.00105179,0.00525894,0.992298
262,-0.72109,-0.0654606,0.525994,0.339042,0.24167,0.0343946,0.0249529,0.0101161,0.00269761,0.00674404,0.992206
263,-0.724529,-0.0679559,0.524982,0.338772,0.240995,0.0315773,0.0247127,0.00686463,0.00137293,0.00686463,0.98547
264,-0.727687,-0.0704272,0.524296,0.338635,0.240309,0.0420358,0.0271996,0.0140119,0.00412116,0.00824232,0.989863
265,-0.73189,-0.0731471,0.522895,0.338223,0.239485,0.0546832,0.0387339,0.0216454,0.00227847,0.0113923,0.989473
266,-0.737359,-0.0770205,0.52073,0.337995,0.238345,0.0322031,0.0193219,0.010305,0.00128813,0.00644063,0.982904
267,-0.740579,-0.0789527,0.5197,0.337866,0.237701,0.0329021,0.0223734,0.0105287,0.00263217,0.00658042,0.985779
268,-0.743869,-0.0811901,0.518647,0.337603,0.237043,0.019568,0.0131708,0.00564463,0.000752617,0.00376308,0.983534
269,-0.745826,-0.0825071,0.518082,0.337528,0.236667,0.0175043,0.0114451,0.00471269,0.000673242,0.00336621,0.978679
270,-0.747577,-0.0836517,0.517611,0.33746,0.23633,0.0382803,0.0260632,0.0130316,0.00162895,0.00814474,0.973854
271,-0.751405,-0.086258,0.516308,0.337297,0.235516,0.0328706,0.0212289,0.0109569,0.00136961,0.00684804,0.967325
272,-0.754692,-0.0883809,0.515212,0.33716,0.234831,0.0149493,0.0094125,0.00415257,0.00110735,0.00276838,0.966637
273,-0.756187,-0.0893221,0.514797,0.33705,0.234554,0.0137419,0.010835,0.00396401,0.000264268,0.00264268,0.967364
274,-0.757561,-0.0904056,0.514401,0.337023,0.23429,0.00875529,0.00668586,0.00222862,0.000318374,0.00159187,0.957485
275,-0.758436,-0.0910742,0.514178,0.336991,0.234131,0.0226321,0.0143183,0.00692819,0.00046188,0.0046188,0.901829
276,-0.760699,-0.092506,0.513485,0.336945,0.233669,0.0152385,0.00975265,0.00365725,0.000609541,0.0030477,0.814032
277,-0.762223,-0.0934813,0.513119,0.336884,0.233364,0.00831111,0.00528889,0.00196444,0.000302222,0.00151111,0.620908
278,-0.763054,-0.0940102,0.512923,0.336854,0.233213,0.0212277,0.0134297,0.00649826,0.000433217,0.00433217,0.383693
279,-0.765177,-0.0953532,0.512273,0.336811,0.23278,0.0334942,0.0228369,0.009896,0.00152246,0.00761231,0.274897
280,-0.768527,-0.0976368,0.511283,0.336659,0.232019,0.0154588,0.0103059,0.0045467,0.000606227,0.00303113,0.177647
281,-0.770073,-0.0986674,0.510829,0.336598,0.231716,-1.79671,-0.941135,-1.71115,-0.712981,-0.285192,0.908295
282,-0.590401,-0.00455392,0.681944,0.407896,0.260235,-0.558891,-0.260174,-0.491439,-0.183085,-0.0963606,0.880986
283,-0.534512,0.0214634,0.731088,0.426205,0.269871,-0.266119,-0.112444,-0.221141,-0.0787111,-0.0374815,0.907703
284,-0.5079,0.0327079,0.753202,0.434076,0.273619,-0.119169,-0.0548554,-0.105928,-0.0340482,-0.0189157,0.918599
285,-0.495983,0.0381934,0.763795,0.43748,0.275511,-0.0622836,-0.0287463,-0.0555761,-0.0210806,-0.00958208,0.936793
286,-0.489755,0.0410681,0.769353,0.439589,0.276469,-0.058733,-0.0231841,-0.051005,-0.0162289,-0.00772803,0.943505
287,-0.483882,0.0433865,0.774453,0.441211,0.277242,-0.0806312,-0.0411384,-0.0740491,-0.0279741,-0.0164553,0.915571
288,-0.475819,0.0475003,0.781858,0.444009,0.278887,-0.0574755,-0.0228327,-0.0496022,-0.014172,-0.00787336,0.94331
289,-0.470071,0.0497836,0.786818,0.445426,0.279674,-0.0575262,-0.021465,-0.0497988,-0.0154548,-0.008586,0.937543
290,-0.464318,0.0519301,0.791798,0.446972,0.280533,-0.0269915,-0.0134958,-0.0228678,-0.00937205,-0.00374882,0.961665
291,-0.461619,0.0532796,0.794085,0.447909,0.280908,-0.0829529,-0.0408384,-0.0650861,-0.025524,-0.012762,0.935332
292,-0.453324,0.0573635,0.800593,0.450461,0.282184,-0.0535034,-0.0225717,-0.0443075,-0.0158838,-0.0083599,0.93975
293,-0.447974,0.0596207,0.805024,0.452049,0.28302,-0.0427023,-0.0188392,-0.0345386,-0.0131875,-0.00627975,0.948987
294,-0.443703,0.0615046,0.808478,0.453368,0.283648,-0.0317861,-0.0139413,-0.0278826,-0.011153,-0.00557651,0.945998
295,-0.440525,0.0628987,0.811266,0.454484,0.284206,-0.0193722,-0.00935208,-0.0170342,-0.00801607,-0.00334003,0.95786
296,-0.438588,0.0638339,0.81297,0.455285,0.28454,-0.0255651,-0.0127825,-0.0211711,-0.00918745,-0.00399454,0.958637
297,-0.436031,0.0651122,0.815087,0.456204,0.284939,-0.0305466,-0.0140984,-0.0258471,-0.00845905,-0.00469947,0.954979
298,-0.432976,0.066522,0.817672,0.45705,0.285409,-0.00894977,-0.00441677,-0.00778746,-0.00255708,-0.00116231,0.977339
299,-0.432081,0.0669637,0.81845,0.457306,0.285525,-0.00678268,-0.00229026,-0.00607799,-0.002026,-0.000880868,0.975216
300,-0.431403,0.0671927,0.819058,0.457508,0.285613,-0.0509085,-0.0186664,-0.0424237,-0.0127271,-0.00848475,0.936608
301,-0.426312,0.0690594,0.8233,0.458781,0.286462,-0.0164024,-0.00760692,-0.0135498,-0.00546748,-0.00237716,0.967322
302,-0.424672,0.0698201,0.824655,0.459328,0.2867,-0.0213206,-0.0106603,-0.0186556,-0.00761451,-0.00380726,0.956978
303,-0.42254,0.0708861,0.826521,0.460089,0.28708,-0.00892069,-0.00324389,-0.00776216,-0.00231706,-0.00115853,0.97426
304,-0.421648,0.0712105,0.827297,0.460321,0.287196,-0.0463634,-0.01987,-0.0360604,-0.0132467,-0.00735927,0.945795
305,-0.417012,0.0731975,0.830903,0.461645,0.287932,-0.012506,-0.00615968,-0.0106394,-0.0039198,-0.00186657,0.970975
306,-0.415761,0.0738134,0.831967,0.462037,0.288119,-0.0158528,-0.00704569,-0.0132107,-0.0039632,-0.00220178,0.969144
307,-0.414176,0.074518,0.833288,0.462434,0.288339,-0.0412248,-0.0186177,-0.031916,-0.0119685,-0.00664916,0.948711
308,-0.410053,0.0763798,0.83648,0.463631,0.289004,-0.0286728,-0.0141014,-0.0230323,-0.00846083,-0.00470046,0.956281
309,-0.407186,0.0777899,0.838783,0.464477,0.289474,-0.00926696,-0.00405429,-0.00810859,-0.00304072,-0.00144796,0.97138
310,-0.406259,0.0781953,0.839594,0.464781,0.289619,-0.0207327,-0.00863862,-0.0167013,-0.00460726,-0.00287954,0.965119
311,-0.404186,0.0790592,0.841264,0.465241,0.289907,-0.0115226,-0.00435989,-0.00949834,-0.0029585,-0.0015571,0.971657
312,-0.403034,0.0794952,0.842214,0.465537,0.290062,-0.00848037,-0.00407916,-0.00687017,-0.00214693,-0.00107346,0.979525
313,-0.402186,0.0799031,0.842901,0.465752,0.29017,-0.00748728,-0.00327568,-0.00655137,-0.00257375,-0.00116989,0.973867
314,-0.401437,0.0802307,0.843556,0.466009,0.290287,-0.0276541,-0.0122907,-0.0223867,-0.00658431,-0.00438954,0.956952
315,-0.398672,0.0814598,0.845795,0.466668,0.290726,-0.0109745,-0.00467764,-0.0100749,-0.00251873,-0.00179909,0.96817
316,-0.397574,0.0819275,0.846802,0.46692,0.290906,-0.00850253,-0.00331267,-0.00673577,-0.00253972,-0.00110422,0.976529
317,-0.396724,0.0822588,0.847476,0.467174,0.291016,-0.00451201,-0.00243505,-0.00401068,-0.00171886,-0.000716193,0.980597
318,-0.396273,0.0825023,0.847877,0.467345,0.291088,-0.0103687,-0.00502234,-0.0089106,-0.0029162,-0.00162011,0.972295
319,-0.395236,0.0830045,0.848768,0.467637,0.29125,-0.0219576,-0.0109788,-0.0175661,-0.00658727,-0.00365959,0.961134
320,-0.39304,0.0841024,0.850525,0.468296,0.291616,-0.0134949,-0.00606294,-0.0105612,-0.00410715,-0.00195579,0.970797
321,-0.391691,0.0847087,0.851581,0.468707,0.291811,1.19191,0.817975,0.32719,0.0467414,0.233707,0.392116
322,-0.510881,0.00291123,0.818862,0.464032,0.26844,0.526313,0.322232,0.150375,0.0214822,0.107411,0.248974
323,-0.563512,-0.029312,0.803824,0.461884,0.257699,0.317579,0.216224,0.0878409,0.013514,0.06757,0.198454
324,-0.59527,-0.0509344,0.79504,0.460533,0.250942,0.305164,0.205654,0.0995098,0.013268,0.0663399,0.182517
325,-0.625787,-0.0714998,0.785089,0.459206,0.244308,0.135579,0.097617,0.0379622,0.00542317,0.0271158,0.12687
326,-0.639345,-0.0812615,0.781293,0.458664,0.241597,0.131631,0.0950666,0.0414393,0.00975042,0.0243761,0.111995
327,-0.652508,-0.0907681,0.777149,0.457689,0.239159,0.147782,0.10923,0.0449772,0.00963797,0.0321266,0.130531
328,-0.667286,-0.101691,0.772651,0.456725,0.235947,0.0902012,0.0613368,0.0270603,0.00360805,0.0180402,0.0985022
329,-0.676306,-0.107825,0.769945,0.456364,0.234143,0.132727,0.087479,0.0422313,0.00603304,0.0301652,0.123476
330,-0.689579,-0.116573,0.765722,0.455761,0.231126,0.0720621,0.0455903,0.0220598,0.00147066,0.0147066,0.0879756
331,-0.696785,-0.121132,0.763516,0.455614,0.229655,0.0369996,0.0253516,0.0102777,0.00137035,0.00685177,0.0629016
332,-0.700485,-0.123667,0.762488,0.455477,0.22897,0.0799436,0.0566267,0.0266479,0.00333098,0.0166549,0.0917735
333,-0.708479,-0.12933,0.759824,0.455144,0.227305,0.0555606,0.0347253,0.0162052,0.00115751,0.0115751,0.0788098
334,-0.714035,-0.132802,0.758203,0.455028,0.226147,0.0581759,0.0405878,0.0148822,0.00135293,0.0135293,0.0896761
335,-0.719853,-0.136861,0.756715,0.454892,0.224794,0.00969762,0.00668801,0.0020064,0.000334401,0.001672,0.0339131
336,-0.720823,-0.13753,0.756514,0.454859,0.224627,0.0176949,0.0136592,0.00465655,0.00124175,0.00310437,0.0433591
337,-0.722592,-0.138896,0.756049,0.454735,0.224317,0.0209027,0.0150964,0.00503213,0.00154835,0.00387087,0.0482378
338,-0.724682,-0.140405,0.755545,0.45458,0.22393,0.0334219,0.0229366,0.00917465,0.001966,0.00655332,0.0596988
339,-0.728025,-0.142699,0.754628,0.454383,0.223274,0.0222738,0.0148492,0.00664307,0.00117231,0.00390769,0.0446265
340,-0.730252,-0.144184,0.753964,0.454266,0.222883,0.0326481,0.024326,0.00960237,0.00192047,0.00640158,0.058925
341,-0.733517,-0.146616,0.753003,0.454074,0.222243,0.0296248,0.0186527,0.00932634,0.00109722,0.00548608,0.0515253
342,-0.736479,-0.148482,0.752071,0.453964,0.221695,0.0331302,0.0240356,0.00974417,0.00259845,0.00649611,0.058274
343,-0.739792,-0.150885,0.751096,0.453705,0.221045,0.0244577,0.0191408,0.0053169,0.00106338,0.0053169,0.0590467
344,-0.742238,-0.152799,0.750565,0.453598,0.220513,0.0482003,0.0311884,0.0160668,0.00472552,0.00945104,0.0643738
345,-0.747058,-0.155918,0.748958,0.453126,0.219568,0.0627467,0.0444456,0.0248372,0.00261445,0.0130722,0.0754484
346,-0.753333,-0.160363,0.746474,0.452864,0.218261,0.0342722,0.0205633,0.0109671,0.00137089,0.00685444,0.0571645
347,-0.75676,-0.162419,0.745377,0.452727,0.217576,0.0342601,0.0232968,0.0109632,0.00274081,0.00685201,0.0576779
348,-0.760186,-0.164749,0.744281,0.452453,0.21689,0.0182935,0.0123129,0.00527697,0.000703595,0.00351798,0.0436979
349,-0.762015,-0.16598,0.743753,0.452383,0.216539,0.0159597,0.0104352,0.00429685,0.000613836,0.00306918,0.0413547
350,-0.763611,-0.167024,0.743324,0.452321,0.216232,0.0398164,0.0271091,0.0135545,0.00169432,0.00847158,0.0642505
351,-0.767593,-0.169735,0.741968,0.452152,0.215385,0.034549,0.0223129,0.0115163,0.00143954,0.00719771,0.0589727
352,-0.771048,-0.171966,0.740817,0.452008,0.214665,0.0147161,0.00926567,0.0040878,0.00109008,0.0027252,0.0374877
353,-0.772519,-0.172892,0.740408,0.451899,0.214392,0.0114177,0.00900242,0.00329357,0.000219571,0.00219571,0.0366012
354,-0.773661,-0.173793,0.740079,0.451877,0.214173,0.0069548,0.00531093,0.00177031,0.000252902,0.00126451,0.0284006
355,-0.774357,-0.174324,0.739901,0.451852,0.214046,0.0223779,0.0141575,0.00685038,0.000456692,0.00456692,0.048494
356,-0.776595,-0.175739,0.739216,0.451806,0.21359,0.0133037,0.00851438,0.00319289,0.000532149,0.00266074,0.0394007
357,-0.777925,-0.176591,0.738897,0.451753,0.213323,0.00711707,0.00452904,0.00168222,0.000258803,0.00129401,0.0276941
358,-0.778637,-0.177044,0.738729,0.451727,0.213194,0.021087,0.0133408,0.00645521,0.000430347,0.00430347,0.046972
359,-0.780745,-0.178378,0.738083,0.451684,0.212764,0.0322409,0.0219825,0.00952573,0.0014655,0.00732749,0.0623619
360,-0.783969,-0.180576,0.737131,0.451537,0.212031,0.014916,0.00994401,0.00438706,0.000584942,0.00292471,0.0392576
361,-0.785461,-0.181571,0.736692,0.451479,0.211738,-1.39204,-0.729166,-1.32576,-0.552398,-0.220959,0.837138
362,-0.646257,-0.108654,0.869268,0.506719,0.233834,-0.27718,-0.129032,-0.243727,-0.0908002,-0.0477896,0.853958
363,-0.618539,-0.0957508,0.89364,0.515799,0.238613,-0.20398,-0.0861886,-0.169504,-0.060332,-0.0287295,0.892937
364,-0.598141,-0.0871319,0.910591,0.521832,0.241486,-0.102022,-0.0469623,-0.0906859,-0.029149,-0.0161939,0.911031
365,-0.587939,-0.0824357,0.919659,0.524747,0.243106,-0.0516797,-0.0238522,-0.0461142,-0.0174916,-0.00795072,0.93374
366,-0.582771,-0.0800505,0.924271,0.526496,0.243901,-0.0487901,-0.0192592,-0.0423703,-0.0134815,-0.00641975,0.940913
367,-0.577892,-0.0781245,0.928508,0.527844,0.244543,-0.0748335,-0.0381804,-0.0687246,-0.0259626,-0.0152721,0.91208
368,-0.570408,-0.0743065,0.93538,0.53044,0.24607,-0.0528653,-0.0210013,-0.0456235,-0.0130353,-0.00724183,0.939984
369,-0.565122,-0.0722064,0.939943,0.531744,0.246794,-0.0508158,-0.0189611,-0.0439898,-0.013652,-0.00758445,0.936814
370,-0.56004,-0.0703103,0.944342,0.533109,0.247553,-0.0278294,-0.0139147,-0.0235777,-0.00966297,-0.00386519,0.957415
371,-0.557257,-0.0689188,0.946699,0.534075,0.247939,-0.0978465,-0.0481706,-0.0767718,-0.0301066,-0.0150533,0.924358
372,-0.547473,-0.0641017,0.954377,0.537086,0.249444,-0.0519472,-0.0219152,-0.0430187,-0.0154218,-0.00811674,0.937173
373,-0.542278,-0.0619102,0.958678,0.538628,0.250256,-0.0436252,-0.0192464,-0.0352851,-0.0134725,-0.00641547,0.945302
374,-0.537915,-0.0599856,0.962207,0.539976,0.250898,-0.0280241,-0.0122913,-0.0245825,-0.009833,-0.0049165,0.947636
375,-0.535113,-0.0587564,0.964665,0.540959,0.251389,-0.0170548,-0.00823336,-0.0149965,-0.00705717,-0.00294049,0.959234
376,-0.533407,-0.0579331,0.966165,0.541665,0.251683,-0.0264732,-0.0132366,-0.0219231,-0.00951379,-0.00413643,0.95572
377,-0.53076,-0.0566095,0.968357,0.542616,0.252097,-0.0314186,-0.0145009,-0.026585,-0.00870053,-0.00483363,0.952144
378,-0.527618,-0.0551594,0.971016,0.543486,0.25258,-0.0090607,-0.00447152,-0.00788399,-0.00258877,-0.00117671,0.975935
379,-0.526712,-0.0547122,0.971804,0.543745,0.252698,-0.00479036,-0.00161752,-0.00429266,-0.00143089,-0.000622125,0.979006
380,-0.526233,-0.0545505,0.972233,0.543888,0.25276,-0.0486002,-0.0178201,-0.0405001,-0.01215,-0.00810003,0.936147
381,-0.521373,-0.0527685,0.976283,0.545103,0.25357,-0.0166566,-0.00772478,-0.0137598,-0.00555219,-0.00241399,0.965672
382,-0.519707,-0.051996,0.977659,0.545658,0.253812,-0.020685,-0.0103425,-0.0180994,-0.00738751,-0.00369376,0.956456
383,-0.517639,-0.0509617,0.979469,0.546397,0.254181,-0.00748329,-0.00272119,-0.00651143,-0.00194371,-0.000971855,0.975954
384,-0.516891,-0.0506896,0.98012,0.546591,0.254278,-0.0514818,-0.0220636,-0.0400414,-0.0147091,-0.00817171,0.940519
385,-0.511742,-0.0484832,0.984125,0.548062,0.255095,-0.0128502,-0.00632921,-0.0109323,-0.00402768,-0.00191794,0.969486
386,-0.510457,-0.0478503,0.985218,0.548465,0.255287,-0.0167462,-0.00744276,-0.0139552,-0.00418655,-0.00232586,0.966973
387,-0.508783,-0.047106,0.986613,0.548884,0.25552,-0.0466731,-0.0210782,-0.036134,-0.0135503,-0.00752792,0.943223
388,-0.504115,-0.0449982,0.990227,0.550239,0.256273,-0.0321142,-0.0157939,-0.0257967,-0.00947633,-0.00526463,0.951897
389,-0.500904,-0.0434188,0.992806,0.551186,0.256799,-0.00805806,-0.0035254,-0.00705081,-0.00264405,-0.00125907,0.973045
390,-0.500098,-0.0430663,0.993511,0.551451,0.256925,-0.0223839,-0.00932662,-0.0180315,-0.00497419,-0.00310887,0.962336
391,-0.49786,-0.0421336,0.995315,0.551948,0.257236,-0.0106875,-0.00404391,-0.00880994,-0.00274408,-0.00144425,0.972138
392,-0.496791,-0.0417292,0.996196,0.552222,0.25738,-0.00980212,-0.00471494,-0.00794095,-0.00248155,-0.00124077,0.976856
393,-0.495811,-0.0412578,0.99699,0.552471,0.257504,-0.00638474,-0.00279332,-0.00558664,-0.00219475,-0.000997615,0.975752
394,-0.495172,-0.0409784,0.997548,0.55269,0.257604,-0.0301823,-0.0134144,-0.0244333,-0.00718627,-0.00479084,0.953502
395,-0.492154,-0.039637,0.999992,0.553409,0.258083,-0.00965148,-0.00411375,-0.00886038,-0.00221509,-0.00158221,0.969953
396,-0.491189,-0.0392256,1.00088,0.55363,0.258241,-0.00814388,-0.00317294,-0.00645165,-0.00243259,-0.00105765,0.976503
397,-0.490375,-0.0389083,1.00152,0.553874,0.258347,-0.00420622,-0.00227002,-0.00373886,-0.00160237,-0.000667654,0.981013
398,-0.489954,-0.0386813,1.0019,0.554034,0.258414,-0.0104635,-0.00506824,-0.00899203,-0.00294285,-0.00163491,0.971502
399,-0.488908,-0.0381745,1.0028,0.554328,0.258577,-0.0246884,-0.0123442,-0.0197507,-0.00740652,-0.00411474,0.95735
400,-0.486439,-0.0369401,1.00477,0.555069,0.258989,-0.0144836,-0.00650714,-0.011335,-0.00440806,-0.00209908,0.968767
401,-0.48499,-0.0362894,1.0059,0.55551,0.259199,0.660673,0.453403,0.181361,0.0259088,0.129544,0.252061
402,-0.551058,-0.0816297,0.987768,0.552919,0.246244,0.400724,0.245341,0.114493,0.0163561,0.0817805,0.20202
403,-0.59113,-0.106164,0.976319,0.551283,0.238066,0.255571,0.174006,0.0706899,0.0108754,0.0543768,0.170207
404,-0.616687,-0.123564,0.96925,0.550195,0.232629,0.279457,0.18833,0.0911274,0.0121503,0.0607516,0.169879
405,-0.644633,-0.142397,0.960137,0.54898,0.226554,0.114244,0.0822554,0.0319882,0.00456975,0.0228487,0.112833
406,-0.656057,-0.150623,0.956939,0.548523,0.224269,0.122483,0.0884597,0.0385594,0.00907279,0.022682,0.105822
407,-0.668306,-0.159469,0.953083,0.547616,0.222,0.136395,0.100814,0.0415116,0.00889534,0.0296511,0.123403
408,-0.681945,-0.16955,0.948932,0.546727,0.219035,0.0844698,0.0574394,0.0253409,0.00337879,0.016894,0.093825
409,-0.690392,-0.175294,0.946397,0.546389,0.217346,0.130738,0.0861683,0.0415985,0.00594264,0.0297132,0.121541
410,-0.703466,-0.183911,0.942238,0.545795,0.214375,0.0696352,0.0440549,0.0213169,0.00142113,0.0142113,0.0855467
411,-0.71043,-0.188317,0.940106,0.545652,0.212953,0.0334032,0.0228874,0.00927867,0.00123716,0.00618578,0.0586135
412,-0.71377,-0.190605,0.939178,0.545529,0.212335,0.0789528,0.0559249,0.0263176,0.0032897,0.0164485,0.0905968
